iid,1,2,3,4,5,6,7,8,9,10,gv1,gv2,gv3,gv4,gv5,gv6,gv7,gv8,gv9,gv10,egv1,egv2,egv3,egv4,egv5,egv6,egv7,egv8,egv9,egv10
1607,1.63473,0.681634,0.366476,-1.08728,-2.75544,-0.159711,0.349942,0.118286,0.492275,0.854487,-0.0905594,0.171389,1.40418,-0.227639,-1.1002,-1.36865,-0.700479,-0.483063,0.160036,0.661082,,,,,,,,,,
1608,-0.945068,-1.816,-0.247597,0.546025,-3.21947,-2.83251,1.27177,0.162687,-1.24772,-0.992067,-1.27038,-0.0730081,-0.562566,0.783373,-0.3157,-0.700951,0.290361,0.841293,-0.127015,-0.196695,,,,,,,,,,
1609,2.40608,-2.4319,-0.0485665,-2.17076,0.698444,-0.107435,0.938901,0.854766,0.863303,0.182326,0.0116335,-0.950275,-0.248348,-0.260402,0.626787,0.978643,1.31759,-0.272543,-0.734759,-0.312167,,,,,,,,,,
1610,-0.123576,-3.68935,-0.203158,-1.20549,3.48177,-1.44487,0.00345498,-0.0475316,0.689644,1.4804,-1.2366,-0.895149,0.269715,-0.901502,1.60301,-0.461526,0.272706,2.38409,0.972266,1.29018,,,,,,,,,,
1611,0.707588,-0.730554,0.849522,0.017245,2.41553,-0.414823,-0.117014,1.68193,-0.625868,0.541642,0.0181422,-0.675846,0.580352,-0.291569,0.925421,0.251066,0.967636,2.8595,-0.562011,0.926739,,,,,,,,,,
1612,1.29264,1.78622,4.8545,-1.55694,-9.22722,1.56724,-0.153268,-1.70691,6.56793,-1.41969,1.64654,0.589634,6.13127,-0.665587,-8.97503,2.16575,0.0494587,-0.862866,5.41173,-0.0257829,,,,,,,,,,
1613,0.476644,0.947124,-2.60113,1.17653,-1.3466,-2.36802,0.230553,-0.612745,-1.32559,1.04402,0.17117,-0.713953,-0.168514,-0.283014,0.616765,-0.517007,0.709981,0.958574,-0.399105,0.796699,,,,,,,,,,
1614,1.36157,-1.46071,8.84507,3.73694,4.04418,-1.82078,-0.248433,1.53133,2.45407,-4.66542,0.461948,-2.77235,7.78197,4.28794,2.27596,-1.89597,0.920362,2.4359,2.71957,-3.57714,,,,,,,,,,
1615,-1.66068,-0.329915,1.88235,-0.384642,-0.342505,1.07436,-1.49288,1.12514,0.330671,0.280045,-0.797899,-0.3264,1.13359,0.352258,0.769413,0.838416,0.51289,-0.762733,-0.148546,-0.298221,,,,,,,,,,
1616,1.2337,0.554332,1.33486,2.07496,-0.53499,-1.20489,-0.953452,-1.2087,2.38164,-0.684867,-0.20283,-1.0714,-0.294032,1.47242,-0.0950436,0.121729,-1.12071,-1.45962,-0.502267,0.00316671,,,,,,,,,,
1617,2.69068,-2.74637,7.4097,-3.13734,2.79442,2.9236,-1.16224,3.2265,5.01544,2.37182,1.94715,-4.14822,6.72746,-2.24981,2.1756,1.82888,-1.35812,0.642837,3.58754,1.51214,,,,,,,,,,
1618,1.81786,-1.8093,4.13214,-2.73719,4.71002,0.432052,-2.60478,7.21636,-2.30752,1.04416,0.228479,-2.54064,5.61909,-1.8853,4.51067,1.7702,-4.51138,5.6599,-3.07567,1.40604,,,,,,,,,,
1619,0.0149994,-0.971404,2.59047,-1.62143,-0.172332,5.49,1.72595,-1.29354,1.1176,-2.56795,1.24382,0.151811,1.58995,0.43697,-0.123279,2.72911,-0.937261,-0.979352,-0.3464,-0.296516,,,,,,,,,,
1620,-2.93719,-2.29251,1.07263,-0.563942,-6.12505,2.2473,-5.04502,2.53646,-0.491551,-2.7369,-3.73908,-3.44497,0.55604,3.19852,-4.79984,2.04181,-2.55312,4.00388,0.230173,-3.10766,,,,,,,,,,
1621,2.07437,-2.62091,1.27115,-0.134738,0.384055,3.04262,1.17775,0.112243,-1.44103,-0.2299,1.04014,-0.804272,0.866274,0.648186,-0.337233,0.16142,1.80794,-0.100529,-0.619853,-0.0477124,,,,,,,,,,
1622,3.38371,2.95488,-0.523775,0.345716,-0.819425,-1.31392,1.94421,0.316221,1.67908,0.987872,2.433,1.2134,0.549514,0.512349,-1.06106,-0.712701,0.378701,-0.947893,1.49061,-0.142878,,,,,,,,,,
1623,0.984156,2.05501,1.18417,-2.07533,-0.751172,-1.08961,1.86871,-0.767658,0.126539,-2.09569,1.75524,1.19515,0.563755,-0.89948,0.420159,-1.05613,1.44003,-1.60004,0.17644,0.516296,,,,,,,,,,
1624,-1.64888,-0.917046,-1.74379,3.89923,2.95182,0.193342,-0.825647,2.67191,-0.0775995,2.66739,-1.78422,-1.18053,-0.587193,1.28673,2.28702,0.586846,-0.346084,1.22027,0.792686,0.884825,,,,,,,,,,
1625,-0.791457,-1.5805,1.15796,0.942442,-1.00039,-0.548819,0.684153,1.76601,-0.178071,0.669656,-0.364751,-0.983458,0.557132,0.537223,-1.26361,0.321558,-0.719411,1.02513,-1.19601,-0.504023,,,,,,,,,,
1626,0.316914,1.06779,-2.00571,1.45973,1.3946,-0.853022,-0.926203,2.51806,0.446869,-2.09611,0.193922,0.216368,-1.51438,-0.603227,0.816872,0.119212,-0.0751059,0.551118,-0.249544,0.331397,,,,,,,,,,
1627,0.0493473,1.28455,-0.918697,0.623529,1.05546,-1.68365,-1.99113,-1.58679,0.11768,-0.632713,1.35964,0.926248,-0.602284,-0.285814,0.0996916,0.622924,0.287688,-1.03448,-0.70192,0.116834,,,,,,,,,,
1628,0.211287,-3.32703,0.532473,-1.80329,0.625221,0.709148,0.0941107,0.947542,-0.877739,-0.144485,1.00309,-0.433263,-0.643423,-1.30074,-0.593992,1.06599,1.30732,1.14656,0.403141,0.0402656,,,,,,,,,,
1629,1.53634,-13.5313,5.16001,-0.0915176,-3.09582,-0.745143,3.98199,3.62629,1.02526,3.13553,-1.23317,-13.5363,4.5238,1.38197,-5.12461,0.166922,3.13299,1.33434,0.993257,3.4701,,,,,,,,,,
1630,-0.228256,1.68373,1.58951,2.31512,-1.59949,1.65749,0.990649,0.0957115,1.90898,2.56473,0.0787328,0.73867,0.984865,1.57588,-2.16151,0.0455519,-0.318899,1.13792,1.02291,0.904179,,,,,,,,,,
1631,-1.37034,-0.0791192,1.53471,-0.885559,-0.215508,-1.95721,-1.17293,0.645745,0.649846,-2.96675,0.882022,-0.325498,4.20697e-05,-0.57901,0.370835,-1.23462,-1.35202,1.0089,0.559317,-1.93576,,,,,,,,,,
1632,-2.53386,0.0371353,1.47402,-1.21606,-0.571629,-0.405054,-1.36493,1.85512,3.07133,-0.965385,-1.47608,0.874081,0.446607,-0.613648,-0.650053,0.274223,-1.19869,0.566024,0.103332,0.922741,,,,,,,,,,
1633,-7.86924,0.417116,5.82227,3.44198,4.58145,-6.63308,2.758,-2.52126,6.36467,1.37962,-10.2091,1.12764,5.89497,3.48814,3.80421,-5.92973,3.03064,-1.11821,4.26154,2.02464,,,,,,,,,,
1634,0.081935,0.694063,-2.38577,-1.87456,-0.418324,-0.865242,-0.388566,-0.466871,-0.514019,-0.384489,0.811653,0.548876,0.837793,-0.0151597,-0.269735,0.170958,-0.81233,-0.373992,-0.154236,0.199282,,,,,,,,,,
1635,1.31767,-0.645971,0.993156,-1.45622,0.273806,0.641475,-3.42413,1.09222,2.63909,1.7245,1.40165,-1.11211,-0.210401,-1.47628,0.521278,0.442647,-1.93662,0.508365,0.296758,0.654576,,,,,,,,,,
1636,0.288336,-1.50235,0.424015,-2.52919,2.66922,0.233548,-2.52903,0.351558,-0.607562,-0.78552,1.11089,-0.933105,-0.144613,-2.77162,1.34002,-0.275071,-0.503757,0.480756,-0.303489,-0.797716,,,,,,,,,,
1637,0.224373,0.118564,1.24956,-2.24355,1.63047,3.77611,-1.69844,1.9712,-0.218325,1.32785,-0.413756,-0.023546,1.08839,0.32158,-0.570832,0.64574,0.868896,1.11747,0.222433,0.71252,,,,,,,,,,
1638,1.95996,1.34713,-0.600681,0.86724,0.623719,-0.34523,0.474188,2.63005,1.25657,1.0691,0.101746,0.474815,0.522557,0.968094,0.439222,-0.0946626,0.448071,0.160771,1.69027,0.636883,,,,,,,,,,
1639,0.381435,0.423969,0.169607,0.177768,-1.69964,-2.41127,-4.16848,0.227685,-0.242936,1.00523,-0.565531,1.23254,1.35723,-0.942398,0.0426585,-0.568569,-1.95129,1.18334,-0.0357155,0.26787,,,,,,,,,,
1640,2.88381,0.393461,-0.45727,-0.164642,-1.46473,-2.34045,1.27667,4.47875,-0.863512,-0.383143,0.911605,1.32794,0.721202,-0.339233,0.291864,0.295037,0.971604,1.37916,-1.18219,-0.106638,,,,,,,,,,
1641,2.03069,1.3965,0.651485,-0.562691,-0.916446,-1.43611,1.51429,0.772129,-0.318798,1.16814,0.744008,0.682481,-0.322627,-0.444216,-1.58454,-0.603183,1.14514,0.206678,-0.569238,-0.648861,,,,,,,,,,
1642,2.56065,0.0944518,0.0105582,2.27452,1.84745,-0.41373,0.0339061,-0.942937,2.06032,-3.414,-0.255235,0.707542,-1.23246,0.392357,-0.247692,1.74727,0.08333,-0.95029,1.02451,-0.0732095,,,,,,,,,,
1643,0.538438,0.178596,-1.35296,-1.89507,-0.757861,0.541236,1.72331,-1.58534,-2.59095,-1.38864,-0.906906,-0.0168544,-0.720179,-0.844252,0.130862,-0.502105,1.76871,-0.885849,-0.49655,0.65473,,,,,,,,,,
1644,0.920596,0.218827,0.422042,-1.2567,0.04921,-2.57581,-0.759334,-0.85724,0.0332453,-0.378296,-0.336975,0.0552557,-0.510812,-1.11191,-0.898358,-0.147567,0.148934,-1.01235,0.221366,-0.0735481,,,,,,,,,,
1645,-1.06821,-0.588095,-1.45407,-0.455391,-1.04974,3.30747,1.64564,-1.1642,-0.329695,-1.95258,-0.0398874,-0.253832,-0.0152528,-1.03907,1.1947,1.25399,1.19517,-0.498729,0.257315,-1.23508,,,,,,,,,,
1646,-3.23346,2.50535,-0.0094799,1.78294,-0.0911155,1.91,-1.8258,-2.11145,0.953711,-1.36234,-0.909851,1.48342,-0.157583,-0.132362,1.57022,0.92931,-1.34948,-0.31335,-0.323809,0.619483,,,,,,,,,,
1647,-1.80637,-0.543072,2.41096,0.576335,1.24215,-0.327368,-3.08189,-0.0117234,-1.01944,-2.69705,-1.48392,-1.22042,1.32465,0.780721,1.83635,0.854164,-0.787899,1.32547,0.761741,-1.26,,,,,,,,,,
1648,-1.66911,-0.615766,-1.59423,1.11128,0.024832,-0.186704,-0.964995,-0.18704,1.2583,-1.83207,-1.25296,-0.530241,-0.604103,0.583893,0.446414,1.14963,-0.640601,0.396399,0.975555,0.15393,,,,,,,,,,
1649,0.143079,-0.430761,-1.30873,0.165412,-1.6638,2.08225,2.42289,3.76565,1.22323,-0.539518,0.0808852,-0.477411,0.433572,0.0584499,-0.888325,1.03649,1.29721,1.04806,0.225274,-0.694916,,,,,,,,,,
1650,-0.0517648,-0.698845,3.90438,-0.0220196,1.65057,2.22218,0.667311,0.852952,-0.05123,2.50183,-0.960007,-0.0140179,1.19746,0.740451,0.425422,0.736112,1.46836,0.239963,-0.191605,-0.928357,,,,,,,,,,
1651,1.35252,-1.3848,-1.08236,-1.37732,-0.574006,0.130067,0.148098,-0.714354,-0.542836,0.109383,-0.83458,-0.197018,1.28879,-0.674669,-0.631657,0.314513,0.937539,-0.940633,-0.560559,-0.569437,,,,,,,,,,
1652,2.89621,0.0293343,-2.28264,0.0765264,-1.01193,-0.696036,1.52607,0.780906,-0.352518,-1.4354,0.410412,-0.989458,-1.0905,-0.613293,-1.10849,-0.625128,0.631371,-0.674792,-0.684879,-0.334001,,,,,,,,,,
1653,2.38971,0.404007,0.856667,1.28983,-0.934881,-1.34795,-0.809772,-1.86098,1.38432,-0.317094,-0.568407,-0.42116,-0.857148,1.45094,0.565014,-1.3014,-0.441209,-1.74687,1.2402,-1.42944,,,,,,,,,,
1654,-0.227462,-2.68824,-1.7016,2.8597,1.79282,3.23947,0.472417,-0.838136,1.34403,-0.133413,0.248254,-0.184884,-0.132902,1.93423,0.540367,1.72391,-0.747192,-1.10729,0.538575,-0.548275,,,,,,,,,,
1655,-1.41152,0.443441,0.275103,0.924361,1.07098,-1.36039,1.99484,1.078,-1.55625,-0.955173,0.82178,0.737428,-0.980175,1.28225,0.772445,0.0324316,1.22382,1.00915,-0.654443,-1.05406,,,,,,,,,,
1656,-1.01253,-2.27152,3.20027,-1.84615,-0.374357,0.159338,-0.517593,-2.54993,2.49822,1.43521,-0.128233,-1.0232,1.17949,-0.926682,-0.452846,0.806607,-0.428742,-0.124228,1.26722,0.709109,,,,,,,,,,
1657,1.98579,-0.377232,-1.66644,1.48479,1.07109,-4.18102,1.90043,1.46078,2.40484,-2.28729,0.464821,0.158014,-0.624846,0.534067,0.899621,-2.39811,1.61486,1.42286,0.326616,-0.456326,,,,,,,,,,
1658,0.041973,0.54839,0.882872,0.484132,-0.374859,1.859,1.2856,-0.0102126,0.796984,-1.79217,0.451715,-0.259171,-0.28951,-0.234087,-0.997545,0.20106,-0.379462,-0.052722,-0.234381,-0.782994,,,,,,,,,,
1659,1.51737,0.726327,0.607073,-0.494473,0.502388,0.496575,0.746182,1.35597,1.32416,0.0943751,-0.791188,-0.604968,0.672319,-0.325288,-0.145661,0.797336,-1.09114,0.987417,0.966509,-0.907468,,,,,,,,,,
1660,-1.04083,0.315839,-0.837116,-0.0813177,-1.83767,-2.13748,-0.344018,-0.0427752,-1.82167,0.144805,-0.250764,-0.157732,0.660823,-0.148124,-0.890222,-0.399155,-0.183053,-0.487087,-0.518387,0.410678,,,,,,,,,,
1661,0.0704199,-1.97117,-1.59793,-0.122443,-0.833496,2.92148,-0.0309563,2.43272,-2.93547,-0.211688,-0.424767,-0.104806,-0.249173,0.152236,0.0688983,1.60232,-0.719614,1.3439,-0.251198,-0.847983,,,,,,,,,,
1662,-0.578986,-1.51097,-1.26135,1.23495,-0.122741,1.05857,-0.121818,1.20229,0.6629,-0.720594,-1.42039,-0.0838352,1.16828,0.23325,1.38339,0.136423,-0.365877,-0.392086,0.923893,-0.4901,,,,,,,,,,
1663,0.0464957,0.0737438,1.01805,-0.185483,-0.225321,1.19832,-1.42149,0.852,0.132193,-1.42744,2.29629,0.565191,1.43263,-0.286497,-0.384039,1.96769,0.94018,0.84644,-0.67988,-0.0386068,,,,,,,,,,
1664,-1.0523,-0.310011,-0.700332,-0.79965,1.48422,0.485328,-1.85798,0.487948,0.115185,0.502639,-0.0275136,-0.693841,-0.824236,1.65893,-0.0777363,1.03471,-1.37106,0.55248,-1.23091,0.688928,,,,,,,,,,
1665,-1.2259,1.52866,0.169776,0.614673,-0.447494,0.273353,-2.37531,2.59545,-1.09311,-2.14084,-1.26575,-0.78909,-0.0335955,0.071241,0.426792,1.47602,-1.2402,0.760982,-0.639417,-1.65544,,,,,,,,,,
1666,0.657779,2.65431,-1.49004,1.26643,0.874671,-0.711481,-0.137544,-1.42202,2.8011,0.753868,-0.00316303,0.0559116,0.207381,-0.127688,-0.219023,-1.0033,-0.612584,-0.747492,1.20455,1.11686,,,,,,,,,,
1667,3.34481,0.0930266,-0.709964,1.21195,-1.66815,2.24569,-2.60764,-2.49616,0.919677,1.60387,-0.179448,-0.807839,-0.118311,0.863221,0.94814,0.921354,-1.85683,-0.858963,0.269332,-0.0410666,,,,,,,,,,
1668,-0.892331,2.2866,0.152572,1.08557,-1.4886,-2.14667,-0.589693,2.82677,3.13298,-1.11197,-0.127702,0.816243,0.0446073,1.26924,0.6237,0.187974,-0.877731,0.852221,1.84145,-0.226718,,,,,,,,,,
1669,-1.54025,-0.575211,0.995609,-0.33448,3.37492,-0.978401,-1.40975,2.6417,0.478124,0.219506,-0.287022,-1.13932,-0.0566678,0.791298,1.06811,-0.580391,-0.237219,0.994175,0.167828,0.190514,,,,,,,,,,
1670,1.07265,-2.0487,0.0900139,-1.46037,-2.05041,-2.69267,1.22036,0.597133,-1.22061,-0.560906,1.79983,-1.41053,0.775251,-0.779245,-0.536413,-0.53421,0.637314,0.868521,0.0662401,0.243739,,,,,,,,,,
1671,2.59999,1.94463,-0.674619,0.0907572,-1.19423,-1.40113,1.16196,2.93119,1.73486,-0.920298,-0.000187352,2.02082,-0.594816,-0.808858,-0.265088,-0.293878,-0.414276,0.983904,0.0160713,0.152868,,,,,,,,,,
1672,0.362885,0.542109,2.92082,-0.586287,1.21153,1.21411,-0.661675,-1.02323,1.07493,0.783391,0.953116,-0.0763728,0.277557,-0.0677699,-0.413703,-0.0302853,0.191537,-0.658774,-0.0740691,1.56205,,,,,,,,,,
1673,-4.018,-1.85519,1.4995,3.12638,-0.61852,-1.50236,0.786214,-0.0588746,0.0352802,-0.650028,-1.41935,0.39686,1.05875,1.44501,0.365131,-1.1455,0.742781,0.526239,0.38532,-0.886989,,,,,,,,,,
1674,-2.37986,-0.698578,0.309494,-2.85954,-0.953483,0.928733,1.51187,3.06348,2.30067,3.5045,-0.829259,-0.295222,-0.871253,0.724778,0.0735052,0.382181,0.448286,1.2695,1.80348,1.91785,,,,,,,,,,
1675,0.46859,-1.53745,-2.45694,-1.24468,0.585994,-2.24714,-0.489393,-2.73484,-3.41259,3.55867,-0.697448,-0.505648,-1.98249,0.374498,0.230076,-1.84776,-1.10985,-1.00535,-0.553305,0.666558,,,,,,,,,,
1676,0.25885,-1.52818,-3.3957,-0.244023,-1.29947,-1.31218,-0.31443,-0.479186,0.492577,0.253138,0.091074,-2.40664,-0.199978,-0.91432,-0.116188,-0.792319,0.0223511,-0.243857,0.095419,-0.123126,,,,,,,,,,
1677,-1.64214,1.06719,-1.87526,1.66145,1.46618,-2.64116,0.76932,0.754171,1.13324,-3.0962,-0.00839762,0.00185008,0.354521,-0.411182,0.723773,-1.01067,-0.507745,0.323426,1.53917,-0.222219,,,,,,,,,,
1678,8.77037,-11.4537,8.37026,2.54761,2.75747,3.88818,-2.08523,0.7812,0.192552,2.66291,8.28121,-12.0914,8.08543,2.8335,2.87569,3.74304,-1.98531,1.65312,0.150536,0.494269,,,,,,,,,,
1679,1.39225,0.942574,0.644599,0.435957,0.202429,0.0850967,-0.467704,2.98357,-0.497701,3.23793,-0.236636,-0.13365,0.962288,-1.43859,1.29432,0.705337,-0.516774,0.559709,1.45577,0.840953,,,,,,,,,,
1680,0.685693,2.04853,0.681007,-2.55511,-0.91121,0.461611,1.42191,0.953549,-0.457315,0.156733,0.176153,0.287191,0.845233,-1.06056,1.02691,0.764714,-0.816998,0.821826,1.73095,1.29935,,,,,,,,,,
1681,0.219302,0.944731,2.15703,0.00622123,2.7939,-1.77024,1.68257,-0.423398,-0.837026,0.533563,0.960992,1.69135,2.17088,0.518842,-0.110536,-0.120926,1.35043,-0.966923,-0.591797,-0.0174187,,,,,,,,,,
1682,-0.796137,-2.53373,-0.0411776,-1.14514,2.07309,-0.745985,0.375837,-0.615188,1.39861,-1.42124,-0.267278,-1.5538,-1.42353,-0.466898,0.390424,0.553546,1.06003,-0.171145,0.933127,-1.31203,,,,,,,,,,
1683,-3.32192,1.42937,-1.078,0.581052,-2.58257,2.26913,2.07838,1.11634,3.42711,0.243685,-0.928812,-0.262511,1.02551,0.689033,0.00230101,-0.399859,1.01694,0.938149,0.931786,0.610276,,,,,,,,,,
1684,0.0906323,-0.77578,0.704052,-2.26063,-0.750404,-2.77187,-0.647487,2.16656,-0.00499591,3.13645,1.15283,0.458108,1.87383,-0.282905,-0.0490724,-1.32608,0.518172,2.05262,-0.360213,0.786047,,,,,,,,,,
1685,0.289759,3.03611,0.795286,-0.854832,-1.9306,-0.0910498,-1.60801,-1.69146,0.90285,0.799056,-0.359837,1.30228,1.39902,-1.13303,-1.51269,0.783585,-1.28858,-0.934326,-0.68481,-0.143325,,,,,,,,,,
1686,1.67352,0.835936,-0.697963,0.678042,-0.372868,-1.70288,-1.42896,1.02037,-0.110545,-2.48333,-0.241149,0.973322,0.562214,0.324049,-1.15541,-0.345607,-0.882605,-0.779153,-0.0887063,-0.52968,,,,,,,,,,
1687,2.11951,-0.0970003,-0.689802,0.291214,4.52013,1.01819,-0.354735,1.06809,-0.762824,-1.1638,1.32254,-0.607332,0.478885,-0.476085,2.00828,1.08833,-0.195356,0.857929,-0.806642,-0.897087,,,,,,,,,,
1688,0.792275,1.1363,-0.965796,-0.193754,2.58731,0.447609,1.51937,-2.48502,1.0049,-3.04727,0.787636,0.637946,-0.793494,-0.432696,0.159212,0.217173,0.755752,-0.558389,-0.215275,-1.0763,,,,,,,,,,
1689,2.21116,0.778971,-0.570649,-1.22858,-0.287402,-1.5484,2.93751,-0.440885,1.1791,-0.715901,1.55132,-0.381927,-0.344909,-1.91149,-0.544399,-0.494915,2.60606,-0.953303,0.786863,-0.102503,,,,,,,,,,
1690,-4.91012,-10.7948,7.74818,5.54104,1.72376,1.11099,3.13283,-2.70374,2.13513,8.12205,-4.26906,-11.6295,7.67063,7.22429,1.16303,0.878169,2.38037,-2.82244,2.85121,8.39499,,,,,,,,,,
1691,2.37116,-2.05443,1.98448,-0.456257,-1.65617,2.77486,1.24384,-1.32668,1.46784,-1.16608,0.743962,-0.362753,0.816034,-1.20057,-0.441137,1.15123,1.04504,0.680158,0.104816,-1.2901,,,,,,,,,,
1692,-2.05163,-1.20736,-1.16594,2.41779,-1.4158,1.02075,-1.03675,2.68912,1.64206,-2.29322,-0.0708543,-0.35489,-1.67413,-0.591531,-0.413169,0.495448,-0.415568,1.14952,0.707271,0.0305309,,,,,,,,,,
1693,-0.247893,0.958134,0.397753,-1.10422,-1.68346,0.427541,0.287029,1.8956,0.158652,1.60865,-0.545124,1.16689,1.35078,-0.532742,-1.49932,-0.313665,0.140333,1.05713,-0.322436,1.99166,,,,,,,,,,
1694,1.20406,-0.814225,-0.381708,-1.98437,0.858131,1.38389,-2.90428,-1.02371,0.175081,2.03119,0.533071,0.905409,1.77752,-0.597404,-1.32522,0.531965,0.522492,-0.167975,-0.286759,1.53258,,,,,,,,,,
1695,-2.95967,2.4193,0.26889,-0.933069,1.43982,0.98777,-1.91812,-2.94917,0.629671,2.27901,-0.14161,0.503745,2.4033,0.893417,0.704124,-0.118668,-1.17614,-1.03201,0.812003,1.1255,,,,,,,,,,
1696,-0.180943,0.858987,0.211268,1.23179,0.839418,0.363156,-0.712059,-0.646726,1.96819,-1.86492,-0.211148,-0.0538085,-0.736751,-0.61423,-0.986908,0.747735,-1.24071,0.194697,0.360692,-0.0366146,,,,,,,,,,
1697,-0.626832,-0.943871,-0.529467,-0.968195,-0.0086745,0.883496,0.783607,0.340301,-2.33754,0.721591,-1.04976,0.0965057,-1.05315,-1.05491,-0.746528,-0.350709,0.909657,-0.772836,-1.20987,-0.499449,,,,,,,,,,
1698,-1.5421,-10.1405,5.50061,4.11864,-5.15123,2.47018,3.62293,-2.87368,-5.01232,0.975056,-0.711183,-9.56834,6.09435,3.34548,-4.33116,0.471553,5.1914,-2.31497,-3.19729,0.87374,,,,,,,,,,
1699,1.13646,-2.74646,5.68621,2.99388,-5.44117,1.05548,1.0786,4.72169,-8.15659,-3.07202,0.834996,-1.67583,5.85477,4.37497,-4.8392,0.0306567,1.06119,4.02055,-9.97135,-3.3138,,,,,,,,,,
1700,-2.11115,-0.904286,-2.6517,-0.400788,-0.973535,-0.651576,1.35582,-0.431904,-1.6312,0.792387,-0.393579,0.292044,-1.17691,1.01889,0.23068,-1.14348,1.10935,0.65171,-0.642663,-0.428574,,,,,,,,,,
1701,1.00623,-0.547662,2.17937,3.33529,-0.359322,-1.95491,1.66839,-1.31575,-0.464177,-1.54741,0.299776,-0.749622,-0.790918,0.913234,-0.139372,-1.7127,1.30741,-0.0916294,-0.577994,-1.35331,,,,,,,,,,
1702,0.377921,1.77837,3.57971,-0.0712202,-2.17491,-0.0206991,-0.87421,-4.02983,-1.74116,2.41779,-0.140247,0.435486,2.13017,0.924812,-2.42892,0.328698,-0.376758,-2.35638,-1.45715,-0.022192,,,,,,,,,,
1703,0.635813,-0.52669,0.0149437,-0.184717,1.0914,0.576717,0.492368,0.688078,0.598833,-0.873731,-0.0867281,-0.481425,0.0267149,1.14845,-0.311809,0.015513,-0.47149,0.0178965,-0.398794,0.00992502,,,,,,,,,,
1704,2.64758,-1.54393,-1.39282,-0.150012,-1.56038,-1.24468,-0.699663,-0.946825,1.06866,-1.37551,1.40426,-1.22982,-1.1369,-0.151335,-1.70359,-0.00442702,-0.528149,0.0347617,0.195259,0.14681,,,,,,,,,,
1705,-0.148668,0.0964729,-2.36563,-1.66404,0.249758,-0.95484,-0.247486,0.0726155,0.658953,3.09194,0.633361,-0.348218,-1.74358,-1.3379,-0.626737,0.00237767,0.0949977,-0.651707,-0.634481,-0.702485,-0.354843,-0.230247,-0.253278,0.172426,-0.270408,0.194512,-0.11106,0.0927797,0.302329,-0.25113
1706,-1.26494,-3.25516,0.598344,2.4758,-2.80846,0.341762,-0.437441,-0.252457,-0.00597984,-1.15939,-0.347831,-2.76592,0.85008,0.370854,-2.7721,-0.10051,0.205748,-0.323429,-0.643925,-1.28406,-0.113359,-0.633681,0.251292,0.427381,-0.100748,-0.426809,0.137236,-0.450902,-0.530594,0.0552625
1707,1.90841,-2.4064,2.6802,1.24902,-0.470349,0.990155,-1.56215,-0.0940544,-0.23072,-2.42889,0.00510805,-2.97392,-0.256287,0.511433,-0.745872,1.1952,-0.996697,-0.0642385,-0.212325,-1.68036,-0.0052475,-0.776816,0.0224836,0.480265,-0.257544,-0.128775,0.00537652,-0.46459,-0.421351,-0.128035
1708,0.622318,-1.84394,1.88728,-0.644115,-1.58745,0.877065,-2.64337,-0.14037,-1.68777,0.503514,-0.147928,-0.76421,0.323035,-0.302154,-0.990584,-0.0580931,-1.88204,-0.110017,0.164004,-0.527678,-0.166932,-0.233425,-0.111929,0.248266,-0.0718675,-0.197692,-0.428731,0.16705,0.437122,0.109475
1709,-1.6207,-1.95059,1.85363,-0.92175,0.537692,-0.732001,-1.83891,-0.211072,2.09806,-1.37957,-0.50747,-1.31179,0.561061,0.289322,-0.534455,-0.921005,-0.388134,-0.731528,0.896971,-0.94652,-0.264998,-0.405323,0.12121,0.357133,-0.637883,0.191594,-0.453996,-0.0118884,0.485233,0.0154128
1710,0.432673,1.92692,-0.733683,-1.35694,-0.808106,-1.53224,-0.910216,2.52919,-0.995813,-1.74721,0.471604,2.20288,-1.02174,-0.306623,-0.292259,-0.136711,-1.12095,0.889233,-1.19533,-1.0724,0.13857,-0.226551,-0.306033,-0.278126,-0.686678,0.348001,-0.863628,-0.321121,-0.440183,-0.196497
1711,-1.39009,2.52238,0.46884,-0.423296,-0.496801,-1.02145,-0.438473,-0.0926639,-1.48519,-0.157619,-0.346695,0.637972,-0.13417,-1.01612,-1.28582,-0.608965,0.047171,-0.555653,-0.911593,-1.31642,0.446262,-0.435619,-0.337597,-0.474966,-0.656494,-0.233451,-1.06718,-0.151657,-0.362948,-0.241639
1712,2.36871,-0.755511,0.415632,-0.415371,-0.439209,-0.0830832,0.308353,-3.27087,0.72047,2.14977,0.698681,0.0921967,-0.362766,-0.491829,-0.478607,1.29415,0.845767,-1.54783,-0.330755,1.02002,0.469607,0.53752,-0.134944,-0.00220932,-0.493446,-0.141863,0.441977,-0.509515,-0.04243,-0.213616
1713,-0.43431,0.0915817,-1.25517,-0.231227,-0.700207,-2.28487,-0.384239,-2.05429,-1.15725,-0.841516,-0.221398,0.911853,-1.8264,0.409889,-1.45529,-1.00808,0.0361601,-0.128323,0.280394,-1.14739,0.323485,0.593724,-0.267476,0.306453,-0.538248,-0.0262695,0.348676,-0.232753,0.397324,-0.386448
1714,1.82728,0.971555,-0.95691,2.15637,-1.63324,-1.16569,3.89039,-0.832475,-0.558284,3.02838,-0.108656,0.786,-0.313956,0.0105746,-0.527545,-1.0525,1.39753,-0.712934,0.292886,-1.49051,0.306905,0.47986,-0.164673,0.221621,-0.452658,-0.122773,0.312058,-0.318279,0.44887,-0.58973
